team1,team2,year,score1,score2,winner,over_or_under,amount,confidence_level
Steelers,Eagles,2020,2,16,Eagles,under,32,0.37
Steelers,Bills,2020,1,11,Bills,under,38,0.63
Steelers,Chiefs,2020,9,19,Chiefs,under,22,0.32
Steelers,Lions,2020,6,12,Lions,under,32,0.59
Steelers,Ravens,2020,11,0,Steelers,under,39,0.49
Vikings,Eagles,2020,6,4,Vikings,under,40,0.73
Vikings,Bills,2020,3,12,Bills,under,35,0.79
Vikings,Chiefs,2020,9,5,Vikings,under,36,0.79
Vikings,Lions,2020,9,19,Lions,under,22,0.47
Vikings,Ravens,2020,8,18,Ravens,under,24,0.51
Eagles,Bills,2020,8,25,Bills,under,17,0.49
Eagles,Chiefs,2020,11,22,Chiefs,under,17,0.44
Eagles,Lions,2020,1,12,Lions,under,37,0.54
Eagles,Ravens,2020,18,20,Ravens,under,12,0.52
Bills,Chiefs,2020,11,11,Chiefs,under,28,0.65
Bills,Lions,2020,0,13,Lions,under,37,0.51
Bills,Ravens,2020,4,11,Ravens,under,35,0.52
Chiefs,Lions,2020,0,4,Lions,under,46,0.79
Chiefs,Ravens,2020,9,9,Ravens,under,32,0.74
Lions,Ravens,2020,7,7,Ravens,under,36,0.77
Commanders,Texans,2020,0,2,Texans,under,48,0.64
Commanders,Packers,2020,2,2,Packers,under,46,0.66
Commanders,Steelers,2020,0,4,Steelers,under,46,0.74
Commanders,Vikings,2020,4,3,Commanders,under,43,0.63
Commanders,Eagles,2020,0,7,Eagles,under,43,0.53
Commanders,Bills,2020,0,20,Bills,under,30,0.65
Commanders,Chiefs,2020,0,5,Chiefs,under,45,0.6
Commanders,Lions,2020,0,3,Lions,under,47,0.64
Commanders,Ravens,2020,5,4,Commanders,under,41,0.56
Texans,Packers,2020,5,11,Packers,under,34,0.52
Texans,Steelers,2020,5,2,Texans,under,43,0.6
Texans,Vikings,2020,0,7,Vikings,under,43,0.72
Texans,Eagles,2020,0,0,Eagles,under,50,0.79
Texans,Bills,2020,0,6,Bills,under,44,0.55
Texans,Chiefs,2020,9,21,Chiefs,under,20,0.49
Texans,Lions,2020,1,7,Lions,under,42,0.52
Texans,Ravens,2020,10,16,Ravens,under,24,0.52
Packers,Steelers,2020,2,3,Steelers,under,45,0.75
Packers,Vikings,2020,3,13,Vikings,under,34,0.64
Packers,Eagles,2020,4,0,Packers,under,46,0.75
Packers,Bills,2020,1,7,Bills,under,42,0.69
Packers,Chiefs,2020,6,12,Chiefs,under,32,0.53
Packers,Lions,2020,3,12,Lions,under,35,0.72
Packers,Ravens,2020,3,14,Ravens,under,33,0.63
Steelers,Vikings,2020,4,12,Vikings,under,34,0.77
Steelers,Eagles,2020,10,19,Eagles,under,21,0.63
Steelers,Bills,2020,4,21,Bills,under,25,0.45
Steelers,Chiefs,2020,8,7,Steelers,under,35,0.68
Steelers,Lions,2020,9,7,Steelers,under,34,0.77
Steelers,Ravens,2020,3,29,Ravens,under,18,0.68
Vikings,Eagles,2020,3,5,Eagles,under,42,0.54
Vikings,Bills,2020,9,1,Vikings,under,40,0.66
Vikings,Chiefs,2020,8,13,Chiefs,under,29,0.76
Vikings,Lions,2020,11,24,Lions,under,15,0.62
Vikings,Ravens,2020,11,24,Ravens,under,15,0.3
Eagles,Bills,2020,3,2,Eagles,under,45,0.73
Eagles,Chiefs,2020,13,1,Eagles,under,36,0.44
Eagles,Lions,2020,13,16,Lions,under,21,0.67
Eagles,Ravens,2020,3,23,Ravens,under,24,0.44
Bills,Chiefs,2020,8,13,Chiefs,under,29,0.75
Lions,Ravens,2020,10,10,Ravens,under,30,0.62
Chiefs,Ravens,2020,10,4,Chiefs,under,36,0.7
Chiefs,Lions,2020,19,22,Lions,under,9,0.59
Bills,Ravens,2020,0,26,Ravens,under,24,0.61
Bills,Lions,2020,11,22,Lions,under,17,0.34
Steelers,Lions,2021,13,4,Steelers,under,33,0.54
Steelers,Ravens,2021,2,8,Ravens,under,40,0.61
Vikings,Eagles,2021,4,11,Eagles,under,35,0.79
Vikings,Bills,2021,12,15,Bills,under,23,0.71
Vikings,Chiefs,2021,11,16,Chiefs,under,23,0.64
Vikings,Lions,2021,2,2,Lions,under,46,0.75
Vikings,Ravens,2021,14,3,Vikings,under,33,0.39
Eagles,Bills,2021,11,10,Eagles,under,29,0.67
Eagles,Chiefs,2021,18,4,Eagles,under,28,0.38
Eagles,Lions,2021,4,7,Lions,under,39,0.71
Eagles,Ravens,2021,0,3,Ravens,under,47,0.62
Bills,Chiefs,2021,7,20,Chiefs,under,23,0.46
Bills,Lions,2021,0,11,Lions,under,39,0.64
Bills,Ravens,2021,8,0,Bills,under,42,0.63
Chiefs,Lions,2021,19,17,Chiefs,under,14,0.77
Chiefs,Ravens,2021,15,17,Ravens,under,18,0.59
Lions,Ravens,2021,25,27,Ravens,over,2,0.78
Commanders,Bills,2021,6,4,Commanders,under,40,0.58
Commanders,Eagles,2021,1,3,Eagles,under,46,0.75
Commanders,Vikings,2021,0,0,Vikings,under,50,0.59
Commanders,Steelers,2021,1,0,Commanders,under,49,0.67
Commanders,Packers,2021,0,3,Packers,under,47,0.79
Commanders,Texans,2021,3,0,Commanders,under,47,0.59
Lions,Ravens,2021,12,10,Lions,under,28,0.53
Chiefs,Ravens,2021,12,5,Chiefs,under,33,0.6
Chiefs,Lions,2021,0,23,Lions,under,27,0.68
Bills,Ravens,2021,23,3,Bills,under,24,0.35
Bills,Lions,2021,22,16,Bills,under,12,0.6
Bills,Chiefs,2021,18,19,Chiefs,under,13,0.55
Eagles,Ravens,2021,2,5,Ravens,under,43,0.62
Eagles,Lions,2021,5,7,Lions,under,38,0.57
Eagles,Chiefs,2021,8,10,Chiefs,under,32,0.6
Eagles,Bills,2021,10,9,Eagles,under,31,0.75
Vikings,Ravens,2021,10,13,Ravens,under,27,0.77
Vikings,Lions,2021,8,2,Vikings,under,40,0.61
Vikings,Chiefs,2021,7,3,Vikings,under,40,0.75
Vikings,Bills,2021,2,1,Vikings,under,47,0.59
Vikings,Eagles,2021,5,5,Eagles,under,40,0.7
Steelers,Ravens,2021,4,16,Ravens,under,30,0.55
Steelers,Lions,2021,5,13,Lions,under,32,0.51
Steelers,Chiefs,2021,0,5,Chiefs,under,45,0.53
Steelers,Bills,2021,2,10,Bills,under,38,0.72
Steelers,Eagles,2021,6,11,Eagles,under,33,0.69
Steelers,Vikings,2021,0,0,Vikings,under,50,0.63
Packers,Ravens,2021,4,9,Ravens,under,37,0.53
Packers,Lions,2021,2,21,Lions,under,27,0.67
Packers,Chiefs,2021,2,25,Chiefs,under,23,0.41
Packers,Bills,2021,7,14,Bills,under,29,0.68
Packers,Eagles,2021,0,5,Eagles,under,45,0.53
Packers,Vikings,2021,4,1,Packers,under,45,0.71
Packers,Steelers,2021,0,10,Steelers,under,40,0.32
Texans,Ravens,2021,0,27,Ravens,under,23,0.45
Texans,Lions,2021,3,9,Lions,under,38,0.54
Texans,Chiefs,2021,0,15,Chiefs,under,35,0.56
Texans,Bills,2021,5,4,Texans,under,41,0.77
Texans,Eagles,2021,2,17,Eagles,under,31,0.69
Texans,Vikings,2021,1,1,Vikings,under,48,0.6
Texans,Steelers,2021,4,8,Steelers,under,38,0.61
Texans,Packers,2021,0,5,Packers,under,45,0.6
Commanders,Ravens,2021,0,19,Ravens,under,31,0.55
Commanders,Lions,2021,0,22,Lions,under,28,0.57
Commanders,Chiefs,2021,2,9,Chiefs,under,39,0.53
Commanders,Bills,2021,3,20,Bills,under,27,0.34
Commanders,Eagles,2021,2,12,Eagles,under,36,0.6
Commanders,Vikings,2021,0,11,Vikings,under,39,0.56
Commanders,Steelers,2021,0,3,Steelers,under,47,0.76
Commanders,Packers,2021,1,3,Packers,under,46,0.7
Commanders,Texans,2021,0,1,Texans,under,49,0.79
Commanders,Texans,2021,0,9,Texans,under,41,0.59
Commanders,Packers,2021,1,11,Packers,under,38,0.39
Commanders,Steelers,2021,0,7,Steelers,under,43,0.72
Commanders,Vikings,2021,4,14,Vikings,under,32,0.41
Commanders,Eagles,2021,0,7,Eagles,under,43,0.69
Commanders,Bills,2021,0,20,Bills,under,30,0.42
Commanders,Chiefs,2021,0,13,Chiefs,under,37,0.54
Commanders,Lions,2021,5,5,Lions,under,40,0.65
Commanders,Ravens,2021,1,6,Ravens,under,43,0.73
Texans,Packers,2021,2,3,Packers,under,45,0.56
Texans,Steelers,2021,1,4,Steelers,under,45,0.55
Texans,Vikings,2021,8,0,Texans,under,42,0.75
Texans,Eagles,2021,1,9,Eagles,under,40,0.56
Texans,Bills,2021,3,13,Bills,under,34,0.44
Texans,Chiefs,2021,1,2,Chiefs,under,47,0.61
Texans,Lions,2021,8,11,Lions,under,31,0.68
Texans,Ravens,2021,6,2,Texans,under,42,0.76
Packers,Steelers,2021,4,1,Packers,under,45,0.54
Packers,Vikings,2021,8,13,Vikings,under,29,0.54
Packers,Eagles,2021,5,5,Eagles,under,40,0.74
Packers,Bills,2021,2,1,Packers,under,47,0.74
Packers,Chiefs,2021,1,2,Chiefs,under,47,0.52
Packers,Lions,2021,0,9,Lions,under,41,0.52
Packers,Ravens,2021,0,3,Ravens,under,47,0.69
Steelers,Vikings,2021,9,11,Vikings,under,30,0.78
Steelers,Eagles,2021,5,9,Eagles,under,36,0.72
Steelers,Bills,2021,2,4,Bills,under,44,0.61
Steelers,Chiefs,2021,3,17,Chiefs,under,30,0.54
Steelers,Lions,2021,0,2,Lions,under,48,0.71
Steelers,Ravens,2021,2,6,Ravens,under,42,0.79
Vikings,Eagles,2021,11,19,Eagles,under,20,0.75
Vikings,Bills,2021,0,10,Bills,under,40,0.49
Vikings,Chiefs,2021,4,13,Chiefs,under,33,0.55
Vikings,Lions,2021,5,23,Lions,under,22,0.43
Vikings,Ravens,2021,6,13,Ravens,under,31,0.78
Eagles,Bills,2021,4,2,Eagles,under,44,0.52
Eagles,Chiefs,2021,19,13,Eagles,under,18,0.52
Eagles,Lions,2021,3,13,Lions,under,34,0.36
Eagles,Ravens,2021,23,25,Ravens,under,2,0.61
Bills,Chiefs,2021,13,8,Bills,under,29,0.61
Bills,Lions,2021,25,17,Bills,under,8,0.69
Bills,Ravens,2021,18,14,Bills,under,18,0.64
Chiefs,Lions,2021,6,18,Lions,under,26,0.66
Chiefs,Ravens,2021,0,24,Ravens,under,26,0.33
Lions,Ravens,2021,20,4,Lions,under,26,0.63
Commanders,Texans,2021,4,1,Commanders,under,45,0.68
Commanders,Packers,2021,4,2,Commanders,under,44,0.64
Commanders,Steelers,2021,2,3,Steelers,under,45,0.62
Commanders,Vikings,2021,2,11,Vikings,under,37,0.64
Commanders,Eagles,2021,0,18,Eagles,under,32,0.59
Commanders,Bills,2021,4,5,Bills,under,41,0.54
Commanders,Chiefs,2021,3,23,Chiefs,under,24,0.6
Commanders,Lions,2021,0,4,Lions,under,46,0.77
Commanders,Ravens,2021,0,1,Ravens,under,49,0.65
Texans,Packers,2021,0,6,Packers,under,44,0.63
Texans,Steelers,2021,0,2,Steelers,under,48,0.57
Texans,Vikings,2021,1,5,Vikings,under,44,0.59
Texans,Eagles,2021,0,12,Eagles,under,38,0.41
Texans,Bills,2021,3,6,Bills,under,41,0.8
Texans,Chiefs,2021,5,12,Chiefs,under,33,0.78
Texans,Lions,2021,1,5,Lions,under,44,0.58
Texans,Ravens,2021,3,14,Ravens,under,33,0.67
Packers,Steelers,2021,0,5,Steelers,under,45,0.66
Packers,Vikings,2021,8,8,Vikings,under,34,0.72
Packers,Eagles,2021,7,16,Eagles,under,27,0.71
Packers,Bills,2021,9,10,Bills,under,31,0.69
Packers,Chiefs,2021,5,12,Chiefs,under,33,0.67
Packers,Lions,2021,6,16,Lions,under,28,0.68
Packers,Ravens,2021,5,5,Ravens,under,40,0.62
Steelers,Vikings,2021,2,3,Vikings,under,45,0.68
Steelers,Eagles,2021,2,12,Eagles,under,36,0.6
Steelers,Bills,2021,6,12,Bills,under,32,0.53
Steelers,Chiefs,2021,9,13,Chiefs,under,28,0.5
Steelers,Lions,2021,2,27,Lions,under,21,0.41
Steelers,Ravens,2021,0,11,Ravens,under,39,0.39
Vikings,Eagles,2021,5,1,Vikings,under,44,0.78
Vikings,Bills,2021,10,13,Bills,under,27,0.57
Vikings,Chiefs,2021,1,15,Chiefs,under,34,0.53
Vikings,Lions,2021,14,8,Vikings,under,28,0.51
Vikings,Ravens,2021,6,0,Vikings,under,44,0.61
Eagles,Bills,2021,8,23,Bills,under,19,0.61
Eagles,Chiefs,2021,4,12,Chiefs,under,34,0.53
Eagles,Lions,2021,5,5,Lions,under,40,0.73
Eagles,Ravens,2021,5,32,Ravens,under,13,0.32
Bills,Chiefs,2021,5,18,Chiefs,under,27,0.55
Bills,Lions,2021,20,17,Bills,under,13,0.57
Bills,Ravens,2021,11,25,Ravens,under,14,0.69
Chiefs,Lions,2021,0,5,Lions,under,45,0.58
Chiefs,Ravens,2021,18,7,Chiefs,under,25,0.63
Lions,Ravens,2021,16,2,Lions,under,32,0.57
Commanders,Chiefs,2021,0,6,Chiefs,under,44,0.65
Commanders,Lions,2021,0,4,Lions,under,46,0.71
Commanders,Ravens,2021,1,14,Ravens,under,35,0.41
Texans,Packers,2021,6,11,Packers,under,33,0.54
Texans,Steelers,2021,1,10,Steelers,under,39,0.51
Texans,Vikings,2021,0,12,Vikings,under,38,0.46
Texans,Eagles,2021,0,8,Eagles,under,42,0.67
Texans,Bills,2021,5,3,Texans,under,42,0.69
Texans,Chiefs,2021,5,6,Chiefs,under,39,0.67
Texans,Lions,2021,0,7,Lions,under,43,0.76
Texans,Ravens,2021,1,7,Ravens,under,42,0.56
Packers,Steelers,2021,0,4,Steelers,under,46,0.62
Packers,Vikings,2021,5,14,Vikings,under,31,0.56
Packers,Eagles,2021,2,2,Eagles,under,46,0.74
Packers,Bills,2021,1,11,Bills,under,38,0.32
Packers,Chiefs,2021,12,27,Chiefs,under,11,0.63
Packers,Lions,2021,6,26,Lions,under,18,0.41
Packers,Ravens,2021,0,3,Ravens,under,47,0.68
Steelers,Vikings,2021,1,18,Vikings,under,31,0.59
Steelers,Eagles,2021,5,3,Steelers,under,42,0.69
Steelers,Bills,2021,9,17,Bills,under,24,0.53
Steelers,Chiefs,2021,0,20,Chiefs,under,30,0.55
Vikings,Ravens,2022,13,11,Vikings,under,26,0.5
Eagles,Bills,2022,10,6,Eagles,under,34,0.51
Eagles,Chiefs,2022,8,8,Chiefs,under,34,0.57
Eagles,Lions,2022,0,8,Lions,under,42,0.67
Eagles,Ravens,2022,19,11,Eagles,under,20,0.75
Bills,Chiefs,2022,14,18,Chiefs,under,18,0.55
Bills,Lions,2022,13,18,Lions,under,19,0.51
Bills,Ravens,2022,14,15,Ravens,under,21,0.78
Chiefs,Lions,2022,15,8,Chiefs,under,27,0.73
Chiefs,Ravens,2022,20,9,Chiefs,under,21,0.33
Lions,Ravens,2022,27,20,Lions,under,3,0.74
Commanders,Texans,2022,0,2,Texans,under,48,0.53
Commanders,Packers,2022,0,1,Packers,under,49,0.78
Commanders,Steelers,2022,0,6,Steelers,under,44,0.67
Commanders,Vikings,2022,0,2,Vikings,under,48,0.5
Commanders,Eagles,2022,2,9,Eagles,under,39,0.59
Commanders,Bills,2022,1,2,Bills,under,47,0.51
Vikings,Chiefs,2022,11,10,Vikings,under,29,0.58
Vikings,Lions,2022,4,10,Lions,under,36,0.7
Vikings,Ravens,2022,5,2,Vikings,under,43,0.53
Eagles,Bills,2022,7,1,Eagles,under,42,0.54
Eagles,Chiefs,2022,0,2,Chiefs,under,48,0.63
Eagles,Lions,2022,0,24,Lions,under,26,0.34
Eagles,Ravens,2022,3,13,Ravens,under,34,0.44
Bills,Chiefs,2022,15,7,Bills,under,28,0.55
Bills,Lions,2022,4,3,Bills,under,43,0.78
Bills,Ravens,2022,16,18,Ravens,under,16,0.77
Chiefs,Lions,2022,7,6,Chiefs,under,37,0.6
Chiefs,Ravens,2022,19,10,Chiefs,under,21,0.55
Lions,Ravens,2022,0,18,Ravens,under,32,0.61
Vikings,Ravens,2022,10,0,Vikings,under,40,0.5
Vikings,Lions,2022,9,8,Vikings,under,33,0.72
Vikings,Chiefs,2022,0,9,Chiefs,under,41,0.76
Vikings,Bills,2022,7,2,Vikings,under,41,0.5
Commanders,Chiefs,2022,0,2,Chiefs,under,48,0.66
Commanders,Lions,2022,0,7,Lions,under,43,0.65
Commanders,Ravens,2022,0,25,Ravens,under,25,0.33
Texans,Packers,2022,4,4,Packers,under,42,0.56
Texans,Steelers,2022,1,8,Steelers,under,41,0.66
Texans,Vikings,2022,3,10,Vikings,under,37,0.57
Vikings,Eagles,2022,2,5,Eagles,under,43,0.7
Steelers,Ravens,2022,17,15,Steelers,under,18,0.58
Steelers,Lions,2022,8,0,Steelers,under,42,0.55
Steelers,Chiefs,2022,4,11,Chiefs,under,35,0.64
Steelers,Bills,2022,9,13,Bills,under,28,0.77
Texans,Eagles,2022,0,0,Eagles,under,50,0.64
Texans,Bills,2022,6,10,Bills,under,34,0.59
Texans,Chiefs,2022,7,8,Chiefs,under,35,0.58
Texans,Lions,2022,7,0,Texans,under,43,0.67
Texans,Ravens,2022,7,12,Ravens,under,31,0.67
Packers,Steelers,2022,10,7,Packers,under,33,0.58
Packers,Vikings,2022,2,7,Vikings,under,41,0.64
Packers,Eagles,2022,3,0,Packers,under,47,0.54
Packers,Bills,2022,6,17,Bills,under,27,0.45
Packers,Chiefs,2022,7,21,Chiefs,under,22,0.45
Packers,Lions,2022,2,16,Lions,under,32,0.56
Packers,Ravens,2022,9,16,Ravens,under,25,0.71
Steelers,Vikings,2022,0,1,Vikings,under,49,0.72
Vikings,Chiefs,2022,3,0,Vikings,under,47,0.78
Vikings,Lions,2022,5,7,Lions,under,38,0.57
Vikings,Ravens,2022,6,4,Vikings,under,40,0.58
Eagles,Bills,2022,8,17,Bills,under,25,0.79
Eagles,Chiefs,2022,6,1,Eagles,under,43,0.69
Eagles,Lions,2022,5,22,Lions,under,23,0.57
Eagles,Ravens,2022,12,6,Eagles,under,32,0.68
Bills,Chiefs,2022,22,16,Bills,under,12,0.53
Bills,Lions,2022,16,16,Lions,under,18,0.62
Bills,Ravens,2022,8,4,Bills,under,38,0.57
Chiefs,Lions,2022,2,3,Lions,under,45,0.72
Chiefs,Ravens,2022,17,31,Ravens,under,2,0.52
Lions,Ravens,2022,0,25,Ravens,under,25,0.45
Commanders,Texans,2022,0,2,Texans,under,48,0.56
Commanders,Packers,2022,3,5,Packers,under,42,0.7
Commanders,Steelers,2022,0,12,Steelers,under,38,0.31
Commanders,Vikings,2022,4,14,Vikings,under,32,0.46
Commanders,Eagles,2022,1,3,Eagles,under,46,0.52
Commanders,Bills,2022,2,5,Bills,under,43,0.65
Commanders,Chiefs,2022,3,4,Chiefs,under,43,0.69
Commanders,Lions,2022,1,8,Lions,under,41,0.74
Commanders,Ravens,2022,0,18,Ravens,under,32,0.52
Texans,Packers,2022,1,9,Packers,under,40,0.6
Texans,Steelers,2022,0,14,Steelers,under,36,0.33
Texans,Vikings,2022,7,5,Texans,under,38,0.72
Texans,Eagles,2022,2,7,Eagles,under,41,0.59
Texans,Bills,2022,0,5,Bills,under,45,0.65
Texans,Chiefs,2022,0,0,Chiefs,under,50,0.74
Texans,Lions,2022,0,6,Lions,under,44,0.79
Texans,Ravens,2022,2,4,Ravens,under,44,0.71
Packers,Steelers,2022,1,7,Steelers,under,42,0.66
Packers,Vikings,2022,9,12,Vikings,under,29,0.77
Steelers,Eagles,2022,10,18,Eagles,under,22,0.6
Lions,Ravens,2022,5,22,Ravens,under,23,0.32
Chiefs,Ravens,2022,18,16,Chiefs,under,16,0.77
Chiefs,Lions,2022,11,4,Chiefs,under,35,0.76
Bills,Ravens,2022,18,11,Bills,under,21,0.61
Bills,Lions,2022,15,0,Bills,under,35,0.43
Bills,Chiefs,2022,1,5,Chiefs,under,44,0.7
Eagles,Ravens,2022,14,22,Ravens,under,14,0.73
Eagles,Lions,2022,0,10,Lions,under,40,0.7
Eagles,Chiefs,2022,16,5,Eagles,under,29,0.69
Eagles,Bills,2022,8,6,Eagles,under,36,0.58
Packers,Eagles,2022,1,11,Eagles,under,38,0.36
Packers,Bills,2022,0,3,Bills,under,47,0.56
Packers,Chiefs,2022,7,27,Chiefs,under,16,0.39
Packers,Lions,2022,1,20,Lions,under,29,0.43
Packers,Ravens,2022,4,32,Ravens,under,14,0.58
Steelers,Vikings,2022,4,2,Steelers,under,44,0.6
Steelers,Eagles,2022,0,15,Eagles,under,35,0.52
Steelers,Bills,2022,4,15,Bills,under,31,0.42
Steelers,Chiefs,2022,5,4,Steelers,under,41,0.6
Steelers,Lions,2022,0,14,Lions,under,36,0.31
Steelers,Ravens,2022,9,17,Ravens,under,24,0.69
Vikings,Eagles,2022,12,8,Vikings,under,30,0.54
Vikings,Bills,2022,5,9,Bills,under,36,0.53
Commanders,Texans,2022,3,8,Texans,under,39,0.65
Commanders,Packers,2022,7,0,Commanders,under,43,0.55
Commanders,Steelers,2022,0,0,Steelers,under,50,0.58
Commanders,Vikings,2022,0,7,Vikings,under,43,0.76
Commanders,Eagles,2022,8,12,Eagles,under,30,0.68
Commanders,Bills,2022,0,0,Bills,under,50,0.55
Commanders,Chiefs,2022,0,20,Chiefs,under,30,0.4
Commanders,Lions,2022,0,24,Lions,under,26,0.38
Commanders,Ravens,2022,0,17,Ravens,under,33,0.68
Texans,Packers,2022,4,1,Texans,under,45,0.73
Texans,Steelers,2022,1,1,Steelers,under,48,0.52
Texans,Vikings,2022,2,11,Vikings,under,37,0.59
Texans,Eagles,2022,1,18,Eagles,under,31,0.54
Texans,Bills,2022,4,3,Texans,under,43,0.51
Texans,Chiefs,2022,0,7,Chiefs,under,43,0.71
Texans,Lions,2022,1,25,Lions,under,24,0.6
Texans,Ravens,2022,10,13,Ravens,under,27,0.63
Packers,Steelers,2022,6,0,Packers,under,44,0.65
Packers,Vikings,2022,1,10,Vikings,under,39,0.52
Packers,Eagles,2022,2,1,Packers,under,47,0.73
Packers,Bills,2022,2,3,Bills,under,45,0.63
Packers,Chiefs,2022,5,2,Packers,under,43,0.56
Packers,Lions,2022,3,18,Lions,under,29,0.46
Packers,Ravens,2022,5,25,Ravens,under,20,0.59
Steelers,Vikings,2022,15,5,Steelers,under,30,0.36
Steelers,Eagles,2022,14,5,Steelers,under,31,0.56
Steelers,Bills,2022,5,0,Steelers,under,45,0.67
Steelers,Chiefs,2022,6,4,Steelers,under,40,0.64
Steelers,Lions,2022,0,19,Lions,under,31,0.43
Steelers,Ravens,2022,8,27,Ravens,under,15,0.54
Vikings,Eagles,2022,4,7,Eagles,under,39,0.73
Vikings,Bills,2022,5,23,Bills,under,22,0.39
Commanders,Texans,2022,1,3,Texans,under,46,0.56
Commanders,Packers,2022,0,4,Packers,under,46,0.58
Commanders,Steelers,2022,0,8,Steelers,under,42,0.64
Commanders,Vikings,2022,0,4,Vikings,under,46,0.71
Commanders,Eagles,2022,0,2,Eagles,under,48,0.5
Commanders,Bills,2022,6,4,Commanders,under,40,0.54
Commanders,Chiefs,2022,0,14,Chiefs,under,36,0.69
Commanders,Lions,2022,0,17,Lions,under,33,0.5
Commanders,Ravens,2022,5,26,Ravens,under,19,0.45
Texans,Packers,2022,10,6,Texans,under,34,0.72
Texans,Steelers,2022,4,12,Steelers,under,34,0.63
Texans,Vikings,2022,8,0,Texans,under,42,0.66
Texans,Eagles,2022,0,9,Eagles,under,41,0.69
Texans,Bills,2022,5,10,Bills,under,35,0.7
Texans,Chiefs,2022,7,1,Texans,under,42,0.56
Texans,Lions,2022,3,0,Texans,under,47,0.67
Texans,Ravens,2022,1,24,Ravens,under,25,0.49
Packers,Steelers,2022,3,0,Packers,under,47,0.58
Packers,Vikings,2022,8,6,Packers,under,36,0.77
Packers,Eagles,2022,0,3,Eagles,under,47,0.55
Packers,Bills,2022,0,19,Bills,under,31,0.68
Packers,Chiefs,2022,3,15,Chiefs,under,32,0.68
Packers,Lions,2022,2,7,Lions,under,41,0.56
Packers,Ravens,2022,3,8,Ravens,under,39,0.54
Steelers,Vikings,2022,2,14,Vikings,under,34,0.63
Steelers,Eagles,2022,9,15,Eagles,under,26,0.55
Steelers,Bills,2022,1,5,Bills,under,44,0.79
Steelers,Chiefs,2022,0,13,Chiefs,under,37,0.51
Steelers,Lions,2022,0,8,Lions,under,42,0.51
Steelers,Ravens,2022,5,1,Steelers,under,44,0.75
Vikings,Eagles,2022,2,11,Eagles,under,37,0.76
Vikings,Bills,2022,1,13,Bills,under,36,0.5
Vikings,Chiefs,2022,0,15,Chiefs,under,35,0.43
Vikings,Lions,2022,0,7,Lions,under,43,0.55
Commanders,Texans,2023,0,0,Texans,under,50,0.74
Commanders,Texans,2023,0,8,Texans,under,42,0.67
Commanders,Packers,2023,0,5,Packers,under,45,0.74
Commanders,Steelers,2023,0,2,Steelers,under,48,0.79
Commanders,Vikings,2023,0,12,Vikings,under,38,0.58
Commanders,Eagles,2023,0,20,Eagles,under,30,0.36
Commanders,Bills,2023,0,10,Bills,under,40,0.65
Commanders,Chiefs,2023,0,12,Chiefs,under,38,0.63
Commanders,Lions,2023,0,3,Lions,under,47,0.61
Commanders,Ravens,2023,0,19,Ravens,under,31,0.37
Texans,Packers,2023,3,5,Packers,under,42,0.58
Texans,Steelers,2023,9,8,Texans,under,33,0.66
Texans,Vikings,2023,0,18,Vikings,under,32,0.56
Texans,Eagles,2023,0,20,Eagles,under,30,0.32
Texans,Bills,2023,3,13,Bills,under,34,0.47
Texans,Chiefs,2023,6,10,Chiefs,under,34,0.69
Texans,Lions,2023,0,15,Lions,under,35,0.35
Texans,Ravens,2023,2,0,Texans,under,48,0.56
Packers,Steelers,2023,0,3,Steelers,under,47,0.57
Packers,Vikings,2023,6,0,Packers,under,44,0.61
Packers,Eagles,2023,3,5,Eagles,under,42,0.61
Packers,Bills,2023,4,11,Bills,under,35,0.75
Packers,Chiefs,2023,5,25,Chiefs,under,20,0.48
Packers,Lions,2023,2,23,Lions,under,25,0.46
Packers,Ravens,2023,0,27,Ravens,under,23,0.53
Steelers,Vikings,2023,1,17,Vikings,under,32,0.55
Steelers,Eagles,2023,3,8,Eagles,under,39,0.53
Steelers,Bills,2023,3,2,Steelers,under,45,0.56
Steelers,Chiefs,2023,16,20,Chiefs,under,14,0.62
Steelers,Lions,2023,7,25,Lions,under,18,0.58
Steelers,Ravens,2023,2,11,Ravens,under,37,0.76
Vikings,Eagles,2023,5,2,Vikings,under,43,0.51
Vikings,Bills,2023,4,14,Bills,under,32,0.51
Vikings,Chiefs,2023,0,10,Chiefs,under,40,0.63
Vikings,Lions,2023,6,6,Lions,under,38,0.74
Vikings,Ravens,2023,8,7,Vikings,under,35,0.64
Eagles,Bills,2023,7,9,Bills,under,34,0.64
Eagles,Chiefs,2023,4,18,Chiefs,under,28,0.49
Eagles,Lions,2023,2,13,Lions,under,35,0.34
Eagles,Ravens,2023,2,29,Ravens,under,19,0.35
Bills,Chiefs,2023,4,20,Chiefs,under,26,0.39
Bills,Lions,2023,11,1,Bills,under,38,0.35
Bills,Ravens,2023,1,32,Ravens,under,17,0.6
Chiefs,Lions,2023,15,26,Lions,under,9,0.56
Chiefs,Ravens,2023,23,23,Ravens,under,4,0.6
Lions,Ravens,2023,14,16,Ravens,under,20,0.76
Commanders,Packers,2023,0,9,Packers,under,41,0.77
Commanders,Steelers,2023,0,2,Steelers,under,48,0.53
Commanders,Vikings,2023,4,0,Commanders,under,46,0.69
Commanders,Eagles,2023,1,17,Eagles,under,32,0.47
Commanders,Bills,2023,2,12,Bills,under,36,0.51
Commanders,Chiefs,2023,2,11,Chiefs,under,37,0.71
Commanders,Lions,2023,0,5,Lions,under,45,0.74
